ID,Year_Birth,Customer_age,Education,Marital_Status,Income,DependentHome,Dt_Customer,Customer_duration_days,Customer_Age_Enr,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,TotalPurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,TotalCampaignsAcc,Response,Complain,Country
1175,1983,41,Master,Married,36262.0,0,2013-09-20,3896,30,24,88,39,54,64,28,153,426,1,3,5,3,11,6,0,0,1,0,0,2,1,0,ESP
1377,1954,70,Master,Single,44551.0,1,2013-08-31,3916,59,24,182,4,33,0,0,66,285,2,4,1,5,10,7,0,0,0,0,0,0,0,0,ZAF
4607,1959,65,Graduation,Together,71367.0,0,2013-08-23,3924,54,24,227,23,389,42,21,75,777,1,4,5,7,16,2,0,0,0,0,0,0,0,0,ESP
4944,1959,65,Graduation,Together,71367.0,0,2013-08-23,3924,54,24,227,23,389,42,21,75,777,1,4,5,7,16,2,0,0,0,0,0,0,0,0,ESP
9483,1959,65,Graduation,Together,57957.0,1,2013-08-19,3928,54,24,290,59,177,77,5,29,637,7,4,6,8,18,3,0,0,0,0,0,0,0,1,CAN
1378,1972,52,2n Cycle,Together,50334.0,1,2013-07-24,3954,41,24,284,16,160,84,16,134,694,6,7,4,6,17,6,0,0,0,0,0,0,0,0,ZAF
5991,1949,75,Master,Married,48150.0,1,2013-06-08,4000,64,24,173,2,39,3,2,47,266,3,5,1,4,10,7,0,0,0,0,0,0,0,0,GER
2807,1969,55,Graduation,Married,56796.0,1,2013-02-16,4112,44,24,656,38,161,62,47,37,1001,3,8,9,7,24,7,0,0,0,0,0,0,0,0,ESP
1052,1969,55,Graduation,Married,56796.0,1,2013-02-16,4112,44,24,656,38,161,62,47,37,1001,3,8,9,7,24,7,0,0,0,0,0,0,0,0,AUS
9760,1963,61,PhD,Single,52278.0,1,2013-01-25,4134,50,24,953,0,71,0,0,174,1198,6,10,5,10,25,8,0,0,0,0,0,1,1,0,ZAF
7101,1963,61,PhD,Single,52278.0,1,2013-01-25,4134,50,24,953,0,71,0,0,174,1198,6,10,5,10,25,8,0,0,0,0,0,0,0,0,ESP
9909,1996,28,2n Cycle,Married,7500.0,0,2012-11-09,4211,16,24,3,18,14,15,22,50,122,3,3,1,3,7,9,0,0,0,0,0,1,1,0,AUS
5907,1952,72,Master,Married,33444.0,2,2012-11-03,4217,60,24,8,0,8,0,0,2,18,1,1,0,2,3,8,0,0,0,0,0,0,0,0,ESP
793,1973,51,Graduation,Married,20895.0,1,2012-10-06,4245,39,24,18,3,17,3,0,4,45,1,2,0,3,5,9,0,0,0,0,0,0,0,0,AUS
8832,1976,48,Master,Together,37509.0,1,2012-09-12,4269,36,24,37,5,56,12,8,5,123,2,3,0,4,7,7,0,0,0,0,0,0,0,0,GER
2535,1978,46,Master,Married,88097.0,1,2012-08-18,4294,34,24,163,0,480,0,126,75,844,1,6,5,8,19,9,1,0,0,1,1,4,1,0,ESP
1523,1973,51,Graduation,Married,59041.0,2,2014-05-07,3667,41,25,69,2,15,2,2,6,96,2,2,0,4,6,5,0,0,0,0,0,0,0,0,ZAF
1839,1974,50,Graduation,Single,43322.0,0,2014-04-21,3683,40,25,56,7,48,10,2,18,141,1,3,0,4,7,7,0,0,0,0,0,0,0,0,IND
9972,1955,69,PhD,Together,46015.0,2,2014-04-13,3691,59,25,38,0,2,0,0,6,46,1,1,0,3,4,7,0,1,1,0,0,2,0,0,ZAF
2945,1955,69,PhD,Together,46015.0,2,2014-04-13,3691,59,25,38,0,2,0,0,6,46,1,1,0,3,4,7,0,1,1,0,0,2,0,0,CAN
9291,1959,65,Master,Married,34242.0,1,2014-03-23,3712,55,25,8,2,4,0,0,1,15,1,0,0,3,3,5,0,0,0,0,0,0,0,0,ESP
2829,1955,69,Graduation,Married,65210.0,1,2014-03-10,3725,59,25,626,0,70,0,7,28,731,2,9,3,8,20,6,1,0,0,1,0,2,0,0,CAN
8594,1958,66,PhD,Single,50520.0,1,2014-01-28,3766,56,25,112,0,6,2,1,14,135,2,3,1,3,7,6,0,0,0,0,0,0,0,0,ESP
1592,1970,54,Graduation,Married,90765.0,0,2014-01-24,3770,44,25,547,99,812,151,82,33,1724,0,4,6,5,15,1,1,0,0,0,1,2,0,0,CAN
4310,1944,80,Graduation,Married,80589.0,0,2014-01-22,3772,70,25,507,93,520,242,40,26,1428,1,5,10,5,20,1,1,0,0,0,0,2,1,0,AUS
6950,1958,66,Master,Married,49572.0,2,2013-12-15,3810,55,25,35,1,16,0,1,1,54,2,2,0,3,5,7,0,0,0,0,0,0,0,0,CAN
8492,1978,46,Graduation,Together,75437.0,0,2013-11-09,3846,35,25,795,0,545,95,58,0,1493,1,8,4,10,22,6,1,0,0,0,0,1,0,0,ESP
5684,1971,53,Master,Single,44635.0,2,2013-10-11,3875,42,25,56,0,9,0,0,3,68,2,2,0,3,5,7,0,0,0,0,0,0,0,0,ESP
5909,1964,60,Graduation,Married,58512.0,1,2013-09-19,3897,49,25,895,10,101,13,0,152,1171,5,3,4,8,15,8,0,0,0,0,0,0,0,0,GER
9855,1952,72,PhD,Single,62000.0,1,2013-08-25,3922,61,25,899,0,101,0,0,20,1020,1,6,6,13,25,4,1,0,0,0,0,1,0,0,ESP
975,1956,68,Graduation,Single,54252.0,2,2013-05-28,4011,57,25,178,4,26,8,4,44,264,5,4,1,5,10,6,0,0,0,0,0,0,0,0,AUS
8754,1974,50,PhD,Together,45068.0,1,2013-05-16,4023,39,25,14,0,3,0,0,3,20,1,1,0,2,3,7,0,0,0,0,0,0,0,0,ESP
1456,1979,45,Graduation,Single,60474.0,1,2013-04-01,4068,34,25,265,199,303,234,9,170,1180,7,10,2,12,24,7,0,0,0,0,0,0,0,0,IND
2849,1979,45,Graduation,Single,60474.0,1,2013-04-01,4068,34,25,265,199,303,234,9,170,1180,7,10,2,12,24,7,0,0,0,0,0,0,0,0,CAN
9984,1981,43,2n Cycle,Married,56337.0,2,2013-03-27,4073,32,25,349,16,144,28,5,182,724,5,8,5,4,17,8,1,0,1,0,0,3,1,0,ESP
5527,1987,37,Graduation,Together,22434.0,1,2013-02-13,4115,26,25,4,12,11,3,13,15,58,2,2,0,3,5,8,0,0,0,0,0,0,0,0,ESP
5628,1982,42,Graduation,Together,61416.0,0,2013-02-08,4120,31,25,848,154,323,201,61,78,1665,1,10,3,10,23,6,0,0,1,0,0,1,0,0,USA
7627,1975,49,Master,Married,92163.0,0,2012-12-12,4178,37,25,817,183,797,106,163,20,2086,0,5,11,5,21,2,1,0,0,0,1,3,1,0,ESP
1351,1956,68,Master,Together,58656.0,1,2012-09-20,4261,56,25,962,12,194,16,24,12,1220,4,7,8,13,28,6,0,0,0,0,1,1,0,0,ESP
10395,1986,38,Basic,Single,8940.0,1,2012-08-22,4290,26,25,1,45,3,4,6,42,101,3,3,1,3,7,8,0,0,0,0,0,0,0,0,ESP
6961,1974,50,Graduation,Married,26751.0,2,2014-05-22,3652,40,26,1,1,5,0,3,1,11,1,1,0,2,3,8,0,0,0,0,0,0,0,0,ESP
10196,1978,46,Graduation,Married,71427.0,2,2014-03-12,3723,36,26,212,123,177,15,64,23,614,2,8,2,8,18,4,0,0,0,0,0,0,0,0,USA
6182,1984,40,Graduation,Together,26646.0,1,2014-02-10,3753,30,26,11,4,20,10,3,5,53,2,2,0,4,6,6,0,0,0,0,0,0,0,0,USA
10432,1974,50,Graduation,Single,19346.0,1,2014-01-30,3764,40,26,2,0,9,3,6,2,22,1,1,0,3,4,8,0,0,0,0,0,0,0,0,CAN
1542,1975,49,Graduation,Single,56243.0,3,2013-12-30,3795,38,26,347,0,35,4,3,7,396,6,4,2,8,14,5,0,0,0,0,0,0,0,0,USA
4220,1970,54,PhD,Married,59892.0,1,2013-11-02,3853,43,26,73,0,13,0,1,0,87,1,2,1,3,6,3,0,0,0,0,0,0,0,0,CAN
4141,1965,59,Graduation,Together,71613.0,0,2013-08-21,3926,48,26,426,49,127,111,21,42,776,1,8,2,10,20,4,0,0,0,0,0,0,0,0,USA
1940,1986,38,Graduation,Married,25252.0,1,2013-07-12,3966,27,26,1,3,4,2,2,6,18,1,1,0,2,3,8,0,0,0,0,0,0,0,0,AUS
1506,1975,49,Graduation,Single,42160.0,2,2013-06-28,3980,38,26,48,9,45,3,15,20,140,4,2,1,4,7,6,0,0,0,0,0,1,1,0,ESP
6347,1979,45,Basic,Single,15862.0,1,2013-06-27,3981,34,26,1,1,4,11,9,10,36,1,1,0,3,4,8,0,0,0,0,0,0,0,0,ESP
1361,1974,50,Master,Married,82584.0,0,2013-06-04,4004,39,26,1076,68,103,29,91,68,1435,1,3,4,8,15,1,0,0,0,1,1,3,1,0,ESP
9422,1989,35,Graduation,Married,38360.0,1,2013-05-31,4008,24,26,36,2,42,20,21,10,131,2,2,1,4,7,3,0,0,0,0,0,0,0,0,AUS
1081,1957,67,PhD,Married,75283.0,3,2013-03-27,4073,56,26,733,9,180,12,19,66,1019,11,6,3,5,14,4,0,0,0,0,0,0,0,0,ZAF
7458,1956,68,Master,Together,34941.0,2,2013-03-06,4094,57,26,39,2,25,4,3,24,97,2,3,0,3,6,8,0,0,0,0,0,0,0,0,AUS
1012,1952,72,Graduation,Single,61823.0,1,2013-02-18,4110,61,26,523,7,134,37,14,169,884,4,8,2,10,20,7,0,0,0,0,0,0,0,0,AUS
5453,1956,68,Master,Married,90226.0,0,2012-09-26,4255,56,26,1083,108,649,253,151,108,2352,1,4,7,12,23,2,1,0,0,0,0,1,0,0,ZAF
6818,1974,50,Graduation,Married,44989.0,1,2012-09-12,4269,38,26,98,0,106,49,10,106,369,5,5,1,5,11,6,0,0,0,0,0,0,0,0,ESP
7807,1974,50,Graduation,Married,44989.0,1,2012-09-12,4269,38,26,98,0,106,49,10,106,369,5,5,1,5,11,6,0,0,0,0,0,0,0,0,ESP
7532,1980,44,Graduation,Married,43586.0,1,2012-08-30,4282,32,26,99,2,11,4,0,16,132,3,3,0,4,7,8,0,0,0,0,0,0,0,0,GER
8346,1974,50,Graduation,Single,32233.0,1,2012-08-19,4293,38,26,138,15,35,25,11,72,296,2,6,2,2,10,9,0,0,1,0,0,2,1,0,ESP
5564,1969,55,Graduation,Together,62882.0,1,2012-08-09,4303,43,26,509,133,497,78,24,97,1338,2,7,5,6,18,4,0,0,0,0,0,0,0,0,AUS
3267,1963,61,Master,Together,57288.0,1,2014-06-25,3618,51,27,527,0,21,0,0,60,608,3,8,1,8,17,6,0,0,0,1,0,1,0,0,CAN
3091,1981,43,2n Cycle,Together,75774.0,1,2014-05-02,3672,33,27,340,21,134,258,14,56,823,1,7,5,8,20,4,0,0,0,0,0,0,0,0,ZAF
762,1981,43,2n Cycle,Together,75774.0,1,2014-05-02,3672,33,27,340,21,134,258,14,56,823,1,7,5,8,20,4,0,0,0,0,0,0,0,0,ESP
8029,1988,36,Master,Single,90247.0,0,2014-04-29,3675,26,27,1184,32,352,21,16,16,1621,1,3,4,7,14,1,1,0,0,1,1,4,1,0,USA
4376,1960,64,2n Cycle,Single,32218.0,0,2014-02-15,3748,54,27,10,24,15,13,1,30,93,1,2,1,3,6,7,0,0,1,0,0,2,1,0,ESP
10981,1988,36,Graduation,Married,84219.0,0,2014-02-02,3761,26,27,434,137,400,45,137,45,1198,1,3,4,10,17,1,0,0,0,0,0,0,0,0,ZAF
486,1988,36,Graduation,Married,84219.0,0,2014-02-02,3761,26,27,434,137,400,45,137,45,1198,1,3,4,10,17,1,0,0,0,0,0,0,0,0,CAN
1158,1966,58,Graduation,Single,48877.0,1,2014-01-05,3789,48,27,102,1,15,2,0,24,144,1,3,0,4,7,7,0,0,0,0,0,0,0,0,ESP
9119,1950,74,Graduation,Together,60905.0,1,2013-12-05,3820,63,27,208,17,76,36,17,38,392,2,3,3,7,13,2,0,0,0,0,0,0,0,0,USA
6694,1964,60,Graduation,Married,75236.0,1,2013-11-25,3830,49,27,438,66,400,12,38,114,1068,1,8,3,13,24,4,0,0,0,0,0,0,0,0,ESP
10573,1953,71,Graduation,Single,62551.0,0,2013-11-18,3837,60,27,125,16,98,134,21,27,421,1,6,7,4,17,3,0,0,1,0,0,1,0,0,IND
10140,1983,41,PhD,Together,70123.0,0,2013-09-28,3888,30,27,1308,0,396,23,0,0,1727,1,5,7,4,16,3,0,1,0,1,0,2,0,0,IND
2286,1962,62,Graduation,Single,50785.0,2,2013-09-10,3906,51,27,64,1,21,0,1,27,114,2,2,1,3,6,6,0,0,0,0,0,0,0,0,CAN
8420,1970,54,2n Cycle,Married,15315.0,0,2013-08-03,3944,43,27,7,4,13,15,8,17,64,2,2,0,4,6,5,0,0,0,0,0,0,0,0,ESP
10065,1970,54,2n Cycle,Married,15315.0,0,2013-08-03,3944,43,27,7,4,13,15,8,17,64,2,2,0,4,6,5,0,0,0,0,0,0,0,0,ESP
1029,1970,54,PhD,Together,64413.0,1,2013-08-01,3946,43,27,200,5,44,0,10,20,279,1,5,1,5,11,5,0,0,0,0,0,0,0,0,ESP
4207,1981,43,PhD,Married,87171.0,0,2013-05-01,4038,32,27,1001,44,107,58,44,44,1298,1,6,7,11,24,2,0,0,1,0,1,2,0,0,ESP
10277,1961,63,Graduation,Single,30081.0,1,2013-02-21,4107,52,27,36,0,2,0,0,4,42,1,1,0,3,4,7,0,0,0,0,0,0,0,0,ESP
4436,1976,48,Graduation,Single,20180.0,0,2013-02-20,4108,37,27,18,42,24,15,20,18,137,1,2,1,4,7,7,0,0,0,0,0,0,0,0,ESP
2929,1976,48,Graduation,Single,20180.0,0,2013-02-20,4108,37,27,18,42,24,15,20,18,137,1,2,1,4,7,7,0,0,0,0,0,0,0,0,ESP
6281,1966,58,Graduation,Single,55686.0,1,2013-02-14,4114,47,27,673,0,199,37,47,26,982,2,6,3,5,14,4,0,0,1,0,0,1,0,0,ESP
10390,1959,65,2n Cycle,Married,26887.0,1,2013-02-10,4118,54,27,6,7,4,3,4,6,30,1,1,0,3,4,6,0,0,0,0,0,0,0,0,ESP
2574,1977,47,PhD,Married,61996.0,1,2013-01-31,4128,36,27,1050,12,144,0,0,24,1230,3,6,4,8,18,5,1,1,0,1,0,4,1,0,ESP
709,1952,72,Graduation,Single,51537.0,1,2012-12-09,4181,60,27,787,20,204,0,0,92,1103,3,2,2,11,15,8,0,0,0,0,0,0,0,0,ZAF
5955,1962,62,Graduation,Together,72025.0,0,2012-11-17,4203,50,27,833,33,549,151,133,233,1932,1,4,3,8,15,3,0,0,0,0,0,0,0,0,ESP
8486,1971,53,Master,Together,30538.0,1,2012-10-01,4250,41,27,284,0,52,8,3,20,367,4,9,0,4,13,10,0,0,0,0,0,0,0,0,ESP
10343,1991,33,2n Cycle,Single,61618.0,0,2012-09-29,4252,21,27,605,91,399,0,45,205,1345,2,3,6,8,17,3,0,0,0,0,0,0,0,0,IND
6652,1965,59,Graduation,Married,77343.0,0,2014-06-09,3634,49,28,227,151,573,98,54,31,1134,1,3,4,9,16,1,0,0,0,0,0,0,0,0,CAN
8746,1989,35,Graduation,Married,75433.0,1,2014-04-05,3699,25,28,800,0,297,0,34,57,1188,2,2,5,10,17,6,1,0,0,1,0,2,0,0,ESP
4686,1962,62,PhD,Single,82571.0,0,2014-04-02,3702,52,28,861,31,558,62,95,79,1686,0,6,5,13,24,2,0,0,0,0,1,1,0,0,ESP
3551,1954,70,Master,Together,60033.0,1,2014-03-29,3706,60,28,62,1,57,19,11,48,198,2,2,1,5,8,2,0,0,0,0,0,0,0,0,ESP
4338,1983,41,Graduation,Single,39062.0,1,2014-03-25,3710,31,28,23,0,9,0,0,12,44,1,1,0,3,4,4,0,0,1,0,0,1,0,0,ESP
4444,1972,52,Graduation,Married,30023.0,1,2014-03-24,3711,42,28,11,0,16,7,6,21,61,1,2,0,3,5,8,0,0,0,0,0,0,0,0,ESP
498,1970,54,Graduation,Single,30015.0,1,2014-02-02,3761,44,28,25,0,22,2,3,5,57,2,1,0,4,5,5,0,0,0,0,0,0,0,0,ESP
8230,1980,44,Graduation,Married,33228.0,1,2014-01-23,3771,34,28,22,2,31,7,4,5,71,1,2,0,3,5,7,0,0,0,0,0,0,0,0,ESP
2826,1967,57,Graduation,Married,22574.0,3,2013-10-28,3858,46,28,25,0,8,2,0,2,37,2,2,0,3,5,7,0,0,0,0,0,0,0,0,ESP
6222,1967,57,Graduation,Married,22574.0,3,2013-10-28,3858,46,28,25,0,8,2,0,2,37,2,2,0,3,5,7,0,0,0,0,0,0,0,0,ESP
7352,1957,67,Graduation,Married,55267.0,1,2013-10-21,3865,56,28,161,28,136,32,3,45,405,4,3,4,6,13,3,0,0,0,0,0,0,0,0,CAN
10928,1958,66,Graduation,Together,66886.0,1,2013-09-16,3900,55,28,315,4,62,41,31,146,599,2,7,1,7,15,5,0,0,0,0,0,0,0,0,ESP
10736,1971,53,Graduation,Single,72258.0,1,2013-09-12,3904,42,28,522,0,522,227,120,134,1525,2,6,9,5,20,2,0,0,0,0,0,0,0,0,CAN
10163,1984,40,PhD,Single,82733.0,0,2013-09-10,3906,29,28,712,50,420,65,38,38,1323,1,8,4,7,19,4,0,0,0,0,0,1,1,0,ESP
6168,1963,61,Graduation,Single,45146.0,2,2013-07-15,3963,50,28,33,0,5,0,0,15,53,2,1,1,2,4,4,0,0,0,0,0,0,0,0,IND
4656,1990,34,2n Cycle,Single,51250.0,1,2013-03-30,4070,23,28,342,32,230,34,32,40,710,5,10,5,4,19,9,0,0,1,0,0,1,0,0,ZAF
626,1951,73,Graduation,Married,32871.0,2,2013-03-09,4091,62,28,22,2,12,0,2,5,43,1,1,0,3,4,4,0,0,0,0,0,0,0,0,USA
3870,1978,46,2n Cycle,Together,63855.0,0,2013-02-09,4119,35,28,359,35,314,93,116,89,1006,1,7,3,13,23,4,0,0,0,0,0,0,0,0,GER
6299,1968,56,PhD,Single,42564.0,1,2013-01-02,4157,45,28,324,48,186,39,18,198,813,6,6,8,4,18,7,0,0,1,0,0,2,1,0,CAN
7798,1972,52,2n Cycle,Together,46344.0,1,2012-12-14,4176,40,28,233,20,57,8,20,91,429,4,7,1,5,13,7,0,0,0,0,0,0,0,0,CAN
9973,1963,61,Graduation,Married,50437.0,2,2012-10-17,4234,49,28,370,9,92,6,9,4,490,3,7,1,8,16,7,0,0,0,0,0,0,0,0,ESP
4299,1960,64,Graduation,Together,70971.0,1,2012-09-21,4260,52,28,1001,17,572,93,125,17,1825,7,11,11,5,27,7,0,0,0,0,0,1,1,0,ESP
10971,1977,47,Graduation,Single,37774.0,2,2012-09-03,4278,35,28,173,8,107,7,2,176,473,4,7,2,3,12,9,0,0,1,0,0,2,1,1,ESP
9931,1963,61,PhD,Married,4023.0,2,2014-06-23,3620,51,29,5,0,1,1,1,1,9,15,0,0,0,0,19,0,0,0,0,0,0,0,0,ESP
6679,1966,58,Graduation,Single,33279.0,0,2014-06-12,3631,48,29,10,3,3,0,0,0,16,1,0,0,3,3,3,0,0,0,0,0,0,0,0,ESP
5961,1978,46,Graduation,Married,42693.0,1,2014-06-07,3636,36,29,8,4,20,6,3,16,57,1,1,0,3,4,5,0,0,0,0,0,0,0,0,ESP
6255,1952,72,Master,Together,70545.0,1,2014-06-03,3640,62,29,138,39,63,55,18,21,334,1,4,1,7,12,2,0,0,0,0,0,0,0,0,AUS
8614,1957,67,Graduation,Single,65486.0,1,2014-05-12,3662,57,29,245,19,125,37,67,14,507,1,4,2,10,16,2,0,0,0,0,0,0,0,0,AUS
7828,1981,43,Master,Together,77882.0,0,2014-04-30,3674,33,29,68,129,396,188,22,15,818,1,3,3,5,11,1,0,0,0,0,0,0,0,0,ZAF
1277,1960,64,Graduation,Together,78468.0,0,2014-04-09,3695,54,29,434,22,388,104,22,34,1004,1,10,7,10,27,4,1,0,0,0,0,1,0,0,USA
3595,1963,61,Graduation,Together,77226.0,1,2014-02-28,3735,51,29,631,43,239,128,76,21,1138,2,6,8,12,26,3,0,0,0,0,0,0,0,0,ESP
5735,1991,33,Master,Single,90638.0,0,2014-02-13,3750,23,29,1156,120,915,94,144,96,2525,1,3,4,10,17,1,0,0,0,0,1,1,0,0,ESP
5350,1991,33,Master,Single,90638.0,0,2014-02-13,3750,23,29,1156,120,915,94,144,96,2525,1,3,4,10,17,1,0,0,0,0,1,2,1,0,ZAF
4137,1948,76,Graduation,Together,70666.0,0,2013-12-06,3819,65,29,398,40,367,119,122,30,1076,1,7,4,4,15,4,0,0,0,0,0,0,0,0,AUS
6357,1959,65,2n Cycle,Single,59052.0,1,2013-11-17,3838,54,29,230,35,75,63,57,31,491,3,7,1,7,15,5,0,0,0,0,0,0,0,0,ZAF
9316,1952,72,Basic,Together,13084.0,0,2013-11-02,3853,61,29,2,0,7,3,7,10,29,1,1,0,3,4,6,0,0,0,0,0,0,0,0,USA
3578,1949,75,Graduation,Single,49160.0,1,2013-10-20,3866,64,29,122,21,43,25,10,15,236,2,3,1,6,10,6,0,0,0,0,0,0,0,0,ESP
153,1953,71,Graduation,Single,23272.0,0,2013-10-17,3869,60,29,19,3,6,4,2,12,46,1,1,0,3,4,4,0,0,0,0,0,0,0,0,ESP
10524,1963,61,Master,Single,49476.0,1,2013-06-20,3988,50,29,386,23,95,54,41,196,795,4,2,11,5,18,2,0,0,0,0,0,0,0,0,CAN
1518,1965,59,Master,Married,62694.0,2,2013-06-17,3991,48,29,379,6,157,25,91,91,749,5,9,3,7,19,7,0,0,0,0,0,0,0,0,ESP
2036,1973,51,PhD,Together,57906.0,1,2013-06-11,3997,40,29,243,11,119,10,3,15,401,3,4,2,8,14,4,0,0,0,0,0,0,0,0,IND
9495,1982,42,Graduation,Together,71853.0,0,2013-05-08,4031,31,29,358,108,413,141,97,32,1149,1,2,8,6,16,1,0,0,0,0,0,0,0,0,ESP
2631,1982,42,Graduation,Together,71853.0,0,2013-05-08,4031,31,29,358,108,413,141,97,32,1149,1,2,8,6,16,1,0,0,0,0,0,0,0,0,ESP
6312,1959,65,Graduation,Married,65031.0,1,2013-03-17,4083,54,29,258,107,291,84,37,86,863,4,10,3,13,26,7,0,0,0,0,0,0,0,0,GER
615,1960,64,Graduation,Together,30507.0,0,2013-03-11,4089,53,29,65,36,74,38,20,110,343,1,5,1,4,10,7,0,0,0,0,0,0,0,0,ESP
4406,1970,54,Graduation,Together,67419.0,1,2013-01-16,4143,43,29,846,84,352,91,56,42,1471,4,9,4,8,21,5,0,0,0,0,0,0,0,0,CAN
10061,1950,74,Graduation,Married,59462.0,1,2013-01-05,4154,63,29,724,17,143,0,8,196,1088,2,9,2,12,23,7,0,0,0,0,0,0,0,0,USA
10619,1994,30,Graduation,Single,95529.0,0,2012-12-03,4187,18,29,770,29,890,250,27,24,1990,1,7,3,7,17,3,0,0,0,0,1,2,1,0,ZAF
4945,1953,71,Graduation,Single,53653.0,0,2012-11-07,4213,59,29,815,10,239,28,10,108,1210,2,10,4,12,26,6,0,0,0,0,0,0,0,0,ESP
1777,1980,44,Basic,Married,25965.0,0,2012-09-07,4274,32,29,2,2,11,41,7,11,74,1,2,0,3,5,8,0,0,0,0,0,0,0,0,ESP
4023,1970,54,Graduation,Married,22979.0,1,2012-09-06,4275,42,29,16,17,19,20,21,22,115,3,3,2,2,7,8,0,0,0,0,0,1,1,0,ESP
7922,1951,73,PhD,Single,64950.0,1,2012-08-12,4300,61,29,819,0,72,12,0,63,966,2,11,2,10,23,7,0,0,0,1,0,1,0,0,ZAF
10699,1985,39,Graduation,Married,44322.0,1,2014-06-16,3627,29,30,46,0,40,3,0,3,92,2,3,0,3,6,8,0,0,0,0,0,0,0,0,ZAF
7516,1983,41,Graduation,Married,30096.0,1,2014-05-22,3652,31,30,5,3,11,12,5,9,45,1,2,0,3,5,6,0,0,0,0,0,0,0,0,GER
3129,1983,41,Graduation,Married,30096.0,1,2014-05-22,3652,31,30,5,3,11,12,5,9,45,1,2,0,3,5,6,0,0,0,0,0,0,0,0,ESP
5121,1977,47,Graduation,Single,56628.0,1,2014-03-21,3714,37,30,479,5,82,7,17,171,761,2,7,6,5,18,5,0,0,1,0,0,1,0,0,CAN
2186,1977,47,2n Cycle,Together,82326.0,0,2014-03-10,3725,37,30,938,142,754,159,81,183,2257,1,5,10,6,21,2,1,0,0,1,1,4,1,0,ESP
10548,1995,29,Graduation,Single,71163.0,0,2014-03-09,3726,19,30,283,17,372,138,106,44,960,1,3,8,12,23,1,0,0,0,0,0,0,0,0,GER
6384,1978,46,Graduation,Single,71022.0,1,2014-02-11,3752,36,30,909,12,278,0,12,242,1453,3,5,2,11,18,8,0,0,1,0,0,1,0,0,USA
2625,1954,70,2n Cycle,Single,42607.0,1,2013-11-17,3838,59,30,156,29,56,30,32,47,350,2,3,2,7,12,3,0,0,0,0,0,0,0,0,ZAF
1676,1975,49,Graduation,Married,43057.0,1,2013-10-30,3856,38,30,213,2,44,0,2,5,266,4,4,2,5,11,5,0,0,0,0,0,0,0,0,ESP
5534,1975,49,Master,Married,47808.0,1,2013-10-20,3866,38,30,123,1,26,2,0,72,224,2,3,2,3,8,7,0,0,1,0,0,1,0,0,ESP
6859,1987,37,Graduation,Single,29236.0,1,2013-10-08,3878,26,30,37,4,24,16,9,9,99,2,4,0,3,7,9,0,0,0,0,0,0,0,0,ESP
271,1969,55,Graduation,Single,40590.0,2,2013-10-02,3884,44,30,154,0,50,6,11,37,258,5,3,4,3,10,6,0,0,1,0,0,1,0,0,CAN
7699,1969,55,Graduation,Single,40590.0,2,2013-10-02,3884,44,30,154,0,50,6,11,37,258,5,3,4,3,10,6,0,0,1,0,0,1,0,0,CAN
7832,1959,65,Master,Married,77520.0,1,2013-08-28,3919,54,30,940,44,396,0,88,58,1526,1,8,7,7,22,4,1,0,1,0,1,4,1,0,ESP
938,1981,43,Graduation,Married,40211.0,2,2013-07-30,3948,32,30,51,1,7,2,1,25,87,2,2,1,2,5,8,0,0,1,0,0,1,0,0,ESP
7873,1973,51,PhD,Together,63516.0,2,2013-07-06,3972,40,30,141,11,114,15,14,5,300,4,4,1,7,12,5,0,0,0,0,0,0,0,0,CAN
9967,1974,50,Graduation,Single,53034.0,2,2013-05-30,4009,39,30,160,15,196,15,11,50,447,8,6,1,7,14,8,0,0,0,0,0,0,0,0,USA
1087,1975,49,Master,Together,22669.0,1,2013-05-22,4017,38,30,16,14,36,37,22,48,173,3,4,1,2,7,9,0,0,0,0,0,1,1,0,ESP
8314,1982,42,Graduation,Married,79908.0,0,2013-04-05,4064,31,30,557,129,761,29,185,111,1772,1,5,6,7,18,2,0,0,0,0,1,1,0,0,ESP
3762,1986,38,PhD,Single,69867.0,0,2013-04-02,4067,27,30,196,0,512,33,130,54,925,1,3,5,8,16,1,1,0,0,0,0,2,1,0,ZAF
10383,1966,58,Graduation,Single,70287.0,0,2013-04-02,4067,47,30,295,35,482,121,120,40,1093,1,5,5,10,20,3,0,0,0,0,0,1,1,0,AUS
6798,1966,58,Graduation,Single,37070.0,2,2013-03-20,4080,47,30,231,7,137,4,15,39,433,9,5,1,8,14,7,0,0,0,0,0,1,1,0,ZAF
4168,1966,58,Graduation,Single,37070.0,2,2013-03-20,4080,47,30,231,7,137,4,15,39,433,9,5,1,8,14,7,0,0,0,0,0,1,1,0,ESP
6690,1966,58,Master,Married,38179.0,2,2013-03-14,4086,47,30,38,4,22,4,2,20,90,4,3,1,3,7,7,0,0,0,0,0,0,0,0,ZAF
10602,1983,41,Graduation,Married,39922.0,1,2013-02-14,4114,30,30,29,12,59,19,1,36,156,2,3,0,4,7,8,0,0,0,0,0,0,0,0,IND
